"","Site","Type","Time","Rep","PAR0","PAR25","PAR50","PAR100","PAR150","PAR300","PAR500","PAR750","PAR1000","PAR1250","PAR1600","PAR2000","Resp","Net","QY","LightSat","Shape","Amax","Thickness(mm)","Total Biomass","Diversity","Bacterial Biomass","Actinomycetes Biomass","Gram Neg Biomass","Rhizobia Biomass","Fungal Biomass","Arbuscular Mycorrhizal Biomass","Saprophytes Biomass","Protozoa Biomass","Gram Pos Biomass","Undifferentiated Biomass","Soil.pH","S.Salts(mmhom/cm)","Organic.Matter.LOI","Nitrate(ppm N)","Olsen(ppm P)","Potassium(ppm K)","Sulfate(ppm S)","Calcium(ppm Ca)","Magnesium(ppm Mg)","Sodium(ppm Na)","CEC","%K.Sat","%Ca.Sat","%Mg.Sat"
"28","AMT","DA","half",3,-4.69728786957356,-5.7838438387896,-5.90939767940185,-5.79053343118306,-5.37436406420954,-4.58120740180117,-3.76059872017579,-3.33146052196637,-2.67330652191018,-2.77139339378307,-2.12076796059204,-1.364019745073,-5.90939767940185,-1.364019745073,NA,2000,"UpUpUp",4.54537793432885,6.52,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"29","AMT","DA","half",4,-8.24229719012844,-8.09506672373448,-7.53460117877516,-7.37401957189897,-7.14291130745974,-6.70277311373133,-6.3645186159462,-6.29699179444229,-6.1556095744044,-6.12530644682418,-6.08863089367054,-6.45673702384352,-8.24229719012844,-6.08863089367054,0.0100215694414118,1600,"Normal",2.1536662964579,4.32,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"30","AMT","DA","half",5,-4.51654562727073,-4.51064785148745,-5.03616043870058,-5.1731175459889,-5.0069773872733,-4.69176936623407,-4.35220969306851,-3.97706098136876,-3.49443688831018,-3.14069896787789,-3.2827051953912,-3.27826452348777,-5.1731175459889,-3.14069896787789,-0.0027391421457663,1250,"UpUpUp",2.032418578111,5.68,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"31","AMT","DA","six",1,-0.521363793112042,-1.01851946360452,-2.14047176356385,-2.53106901930001,-2.62456156921652,-2.23848469312803,-1.5731329208477,-0.648301244026906,0.397295070988361,1.47335802106911,2.8683845144837,4.27720878811616,-2.62456156921652,4.27720878811616,NA,2000,"Scoop",6.90177035733268,8.37,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"32","AMT","DA","six",2,-7.37158519091819,-7.01189397216564,-6.53230250418844,-5.45319752038056,-4.59376433496639,-3.61128709606633,-2.57831171052921,-2.43793093669718,-2.4380030399802,-1.6443983789625,-1.03402674142014,-0.839307176169608,-7.37158519091819,-0.839307176169608,0.0155866512423486,2000,"UpUpUp",6.53227801474859,4.47,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"33","AMT","DA","six",3,-9.49406326741554,-9.84631170496739,-9.06296429944053,-7.76560684757322,-6.38744673197713,-4.62127936470387,-3.86501356837256,-3.02049966449577,-3.28970314943084,-3.5219358350992,-3.13154236788238,-2.80732524944639,-9.84631170496739,-2.80732524944639,0.0313338962210744,2000,"UpUpUp",7.038986455521,6.3,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"34","AMT","DA","six",4,-1.67080420850022,-1.96318932870417,-2.16666563284452,-1.74940284128216,-1.63984322018052,-0.598893991317935,-0.0114325102214557,1.25134478842968,1.73344588152331,2.67583008874951,3.79923321348868,4.97898076116544,-2.16666563284452,4.97898076116544,NA,2000,"UpUpUp",7.14564639400996,5.73,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"35","AMT","DA","six",5,-5.16211197115817,-6.27407790937855,-6.37560659454847,-6.04520272089893,-4.80713804347594,-4.11585906764017,-2.84170229978963,-1.84354183436759,-1.22663680408629,-0.805280893300338,-1.293183946733,-1.52821051313423,-6.37560659454847,-0.805280893300338,NA,1250,"TipDown",5.57032570124813,6.71,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"36","AMT","DA","twelve",1,-2.61793765100595,-2.46053834795269,-2.61131613559167,-2.14348994744671,-1.66811010155239,-1.4331018851371,-0.619098594071421,-0.164458866379441,0.943797397975006,1.48938747470648,2.23177901672774,3.33853418429989,-2.61793765100595,3.33853418429989,NA,2000,"UpUpUp",5.95647183530584,6.15,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"37","AMT","DA","twelve",2,-4.60528659213593,-4.42474368991563,-4.04971049707884,-3.7302443977299,-3.47448459959981,-2.92052490629025,-2.58217857537809,-2.32323414283906,-2.1659594432377,-1.7771210368076,-1.50515726847838,-1.82166336672273,-4.60528659213593,-1.50515726847838,0.00916661899497695,1600,"TipDown",3.10012932365755,8.31,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"38","AMT","DA","twelve",3,-4.85374572390011,-5.36499246059754,-5.28331218663286,-4.71800714532489,-4.70707584780647,-3.78569414738673,-3.33112115475818,-3.01581508533039,-3.24113174676906,-2.99762169577296,-3.64435004942461,-3.22457990217749,-5.36499246059754,-2.99762169577296,0.00326721095858705,1250,"Normal",2.36737076482458,7.09,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"39","AMT","DA","twelve",4,-4.48726004050925,-4.2308006191419,-3.69551458053378,-2.29872147125622,-2.10241713927916,-1.18306522742604,-0.14715297844181,0.249461149994308,0.0770744588386845,-0.645055502122905,-0.698344475331388,-0.863545943236186,-4.48726004050925,0.249461149994308,0.0130466430271016,750,"UpDown",4.73672119050356,5.15,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"40","AMT","DA","twelve",5,-5.92955839226963,-4.88443032060818,-4.45987573405189,-3.48660887301611,-2.68637272043959,-2.82898527091311,-3.08072563260077,-2.72466354361796,-2.38735908813743,-2.01069148389929,-1.55158595080275,-1.08346347490407,-5.92955839226963,-1.08346347490407,0.0355993880154064,2000,"UpUpUp",4.84609491736557,3.22,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"41","AMT","DA","twentyfour",1,-4.25630892487624,-2.69357842380661,-1.90512300642237,-0.814974380983527,0.0847785182382033,0.876664058628389,1.12056538327523,0.797597340129708,-0.208499640684527,-1.15457868900558,-0.649026293479371,-0.361608146189835,-4.25630892487624,1.12056538327523,0.0547664692059313,500,"UpDownUp",5.37687430815147,3.55,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"42","AMT","DA","twentyfour",2,-5.8780664440126,-4.25965311831025,-3.17688419039777,-1.67888945699374,-0.799667638295252,-0.141771858021067,-0.158608045163109,-1.16224293910329,-1.36287711290046,-1.32842379730515,-0.921132943423311,-0.312467212108574,-5.8780664440126,-0.141771858021067,0.0593800890501951,300,"UpDownUp",5.73629458599153,4.14,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"43","AMT","DA","twentyfour",3,-3.06589236587781,-1.67975463605029,-1.13082698251933,-1.099478704422,-1.55104139276123,-1.09389206386366,-0.565274222433791,-0.369025836150306,-0.287995531523731,-0.175247411186269,0.160640828063381,0.643797966551185,-3.06589236587781,0.643797966551185,0.0470734084301352,2000,"UpUpUp",3.709690332429,4.58,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"44","AMT","DA","twentyfour",4,-6.67630626025225,-6.27637362223283,-5.28284004471022,-3.58223732840466,-2.63738107328935,-1.51423780931635,-1.05055793377016,-1.1984671672484,-1.58982905841707,-2.04009719178533,-1.9116836880813,-1.45238633925823,-6.67630626025225,-1.05055793377016,0.0219333149158087,500,"UpDownUp",5.62574832648209,4.39,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"45","AMT","DA","twentyfour",5,-4.69542172265188,-3.47567037970889,-2.64895020991308,-1.51135275509846,-0.464244471037368,0.510206262578728,1.27049379743571,1.62905095126222,1.80195097661359,1.89177532570328,1.93841598230026,1.92453618724394,-4.69542172265188,1.93841598230026,0.0448597419862477,1600,"TipDown",6.63383770495214,4.34,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"46","AMT","DA","two",1,-5.39788504024853,-6.19291528158226,-5.91670125287627,-5.40047135530164,-5.16248992168074,-4.74412522368235,-4.43973028221054,-4.05150961486413,-3.75203890341999,-3.8698923942566,-4.04129555294963,-3.16733022288282,-6.19291528158226,-3.16733022288282,0.0110485611482396,2000,"UpUpUp",3.02558505869945,8.61,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"47","AMT","DA","two",2,-5.76776976763948,-6.50061426993952,-6.02735602975303,-5.66213499336452,-5.23066583695299,-4.69046081292065,-4.380609216398,-3.92548271013532,-3.58533193171975,-2.80325803360416,-2.5028994682813,-2.15922902545431,-6.50061426993952,-2.15922902545431,0.0189303296074594,2000,"UpUpUp",4.3413852444852,5.54,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"48","AMT","DA","two",3,-6.56035479014893,-6.59747606433449,-6.42108248335423,-6.26017458288664,-5.9992403818544,-5.77516230902239,-5.76286679745206,-5.55236215116612,-5.40155687945109,-5.16130721780689,-5.00090305964145,-5.06672746564029,-6.59747606433449,-5.00090305964145,0.00705574323921031,1600,"Normal",1.59657300469304,10.67,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"49","AMT","DA","two",4,-1.66954454275276,-2.38100097600275,-2.45632818546309,-2.34738789775889,-2.16112982959489,-1.31389623599064,-0.617263212020786,0.214082946414409,0.837569955749437,1.38724922454618,1.96250971894933,2.26395254387311,-2.45632818546309,2.26395254387311,NA,2000,"UpUpUp",4.72028072933619,6.32,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"50","AMT","DA","two",5,-5.25703670726011,-4.95039855620724,-4.44703207082117,-3.39514983665584,-2.27765468593265,-1.82447815115261,-0.843274759315211,-0.569637093545405,-0.16444115717657,0.413163926652032,1.12810189508062,1.30132771453093,-5.25703670726011,1.30132771453093,0.0142328093854469,2000,"UpUpUp",6.55836442179104,4.02,2312.65,1.193,731.37,28.27,495.05,0,174.72,36.72,138,0,236.32,1406.55,8.1,0.12,1.2,0.7,7.2,261,10.6,2650,151,6,15.2,4,87,8
"51","AMT","LA","half",1,-4.91927385169981,-4.88353376312495,-4.61232631661433,-3.89239109731621,-3.07777956986275,-2.47656924724809,-2.13259211734126,-1.64938175392839,-1.53346156758172,-1.209952085184,-0.979081542018817,-0.521822476321935,-4.91927385169981,-0.521822476321935,0.00378427712235213,2000,"UpUpUp",4.39745137537787,4.8,1472.64,1.051,610.33,0,494.43,0,207.88,38.73,169.15,0,115.9,654.43,8.1,0.12,1.2,1.6,8.9,311,9.8,1991,151,6,12,7,83,10
